Wshedarea,Annl Precip,Temprange,MAT,Runoff,NDVI,Slope,Elevation,pctForest,pctBog,pctLake,pctAg,NO3,DOC,Ndep,pctLake
64958331,888.484375,27.6453125,-0.7046875,488.04,126.5151515,4.624587519,1085.959459,0.277,0.18,0.054,0.004,8,4.5,294.55,0.32
2662314,868,28.3,-1.2,520,127,7.421506703,1130.5,0.105,0.066,0.046,0,8,4.2,349.92,0.11
1211486,965,26.7,-1.1,657.5,122,3.741649032,1185,0,0.058,0.078,0,4,3.8,469.47,0.04
5064596,865.25,28.525,-1.15,688.5,129.6,6.986850023,1099,0.237,0.02,0.092,0,8,2.4,349.92,0.04
2947080,859.3333333,28.56666667,-0.9,785,130,3.979165912,1096.5,0.006,0.07,0.147,0,10,2.2,349.92,0.1
1579365,945,26.9,-1.5,821,120.5,1.322481632,1280,0,0.008,0.123,0,9,1.7,418.28,0.09
2451416,1034,26.2,-1.2,764.67,118.3333333,2.816187143,1218,0,0.023,0.05,0,4,2.1,419.2,0.09
33511192,1545.28125,24.13125,-1.440625,1050.15,109.7714286,2.118683781,1304.457143,0,0.057,0.08,0,28,1,580.13,1.07
21826287,969.9473684,26.65789474,-1.363157895,730.78,120.9230769,5.366760331,1191.583333,0,0.022,0.064,0,10,2,353.03,0.12
7253573,1235.5,25.4875,-1.3,790.43,115.8571429,2.215479526,1238,0,0.113,0.037,0,6,2.6,422.53,0.04
652447,1722,23.2,-1.5,1455,108,3.127532244,1347,0,0.034,0.18,0,38,0.42,554.54,0.11
4121760,819.3333333,29.1,0.1,577.75,133,2.897366095,891,0.533,0.061,0.062,0,16,8.3,502.9,0.07
2126945,1048.5,25.9,-1.9,770,119,2.02308394,1306,0,0.008,0.118,0,21,0.86,527.34,0.22
11799989,1027.2,26.15,-1.37,642.91,119.0769231,3.943522274,1228.785714,0,0.057,0.084,0,4,2.3,417.07,0.38
683436,1165,25.5,-1.9,753,116,4.012877464,1386,0,0.029,0.11,0,,1.7,417.07,0.07
6436716,1219.25,25.3125,-1.4875,828.75,116,1.68054126,1274.285714,0,0.05,0.078,0,,1.6,442.53,0.19
1407506,1563,23.8,-1.5,1150,107,1.023051977,1350,0,0.016,0.107,0,24,0.22,580.13,0.07
2210511,1152,25.2,-2.1,863,113,4.611955563,1362.333333,0,0.003,0.232,0,38,0.52,366.33,0.4
436121,1501,24.1,-1.7,1085,110,5.827181339,1371,0,0.034,0.178,0,7,0.44,511.7,0.07
3088609,1877,22.46666667,-1.766666667,2073.5,98.75,5.840871016,1459,0,0,0.153,0,72,,608.54,0.36
425536,1554,24,-1.2,995,111,5.755983353,1237,0,0.029,0.217,0,7,0.5,511.7,0.08
1764702,1133.5,25.45,-1.2,789,117,2.365155141,1221.666667,0,0.017,0.249,0,6,1,445.02,0.39
903041,957,26.5,-0.6,985,122,5.212762833,1104,0,0.03,0.055,0,,3.3,379.27,0.04
2924720,1982.666667,20.5,1.133333333,2865,111.3333333,5.146385352,1018,0,0,0.072,0,74,1.2,1139.14,0.11
2356143,2085,19.7,2.2,3625.33,116.6666667,3.014651616,798,0,0.001,0.137,0,80,0.88,1645.21,0.18
329959,2017,20.3,1.5,3063,111,1.673504114,1029,0,0,0.28,0,143,0.62,1189.89,0.09
2963549,1684,18.9,6.8,1165.6,138,3.601841211,79,0.467,0,0.131,0.067,460,2.7,1300.44,0.14
239844,2052,20.1,1.1,3750,,5.910877228,1043,0,0,0.292,0,134,0.46,1189.89,0.06
973467,2066,19.9,1.6,3509,118,15.00334072,1018,0,0,0.098,0,120,0.54,1189.89,0.06
3864387,1964.666667,19.16666667,4.466666667,2016.67,134.6666667,13.19011021,391.4,0.097,0.023,0.076,0.045,155,2.9,1300.44,0.07
1353528,2054,19.8,1.7,3392,113,8.567921162,953,0,0,0.15,0,119,0.6,1189.89,0.11
744863,1881,18.7,4.9,1948,138,5.28296566,458.5,0.148,0,0.168,0,124,1.2,1249.19,0.09
837552,2029,19.9,2,2828,118,8.249188423,913,0,0,0.066,0,110,1.3,1331.21,0.05
464192,2023,19.9,2.3,2892,115,5.134995937,869,0,0,0.129,0,128,1,1331.21,0.05
12920218,1973.769231,20.03076923,2.8,2258.14,119.9333333,5.945401951,771.2,0,0.001,0.203,0,102,1.3,1331.21,1.13
1518323,2064,19.25,2.35,3385.67,122.5,22.4632988,648,0,0,0.153,0,150,1.5,1450.97,0.06
720401,1704,18.5,6,1875,135,10.2981863,128,0.101,0,0.156,0,115,1.1,1180.68,0.13
4304495,1901.8,20.56,2,2255,122.5,5.091223526,868.2,0,0,0.096,0,106,1.3,1269.46,0.22
2761671,2024,19.26666667,3.066666667,3385.67,122.3333333,17.23808225,666,0,0,0.17,0,170,1.3,1450.97,0.1
694411,1998,19.1,3.5,2963,129,4.418397427,694,0,0,0.13,0,114,1.7,1249.19,0.1
387925,1982,20,2.8,2641,116,3.438568354,798,0,0,0.064,0,93,2,1331.21,0.06
10864389,2005.444444,19.83333333,2.6,2940.82,120.0909091,3.786743422,803.9166667,0,0.001,0.128,0,120,1.1,1331.21,0.06
3200926,1972.75,20,2.55,2584.5,124,3.757686059,760.3333333,0,0,0.107,0,119,1.2,1331.21,0.24
4174670,1936.75,20.125,3.175,2482.2,120,8.876669963,763.3333333,0.03,0,0.085,0,109,1.9,1331.21,0.07
20367357,1928.75,19.04,4.305,2322.47,127.4761905,12.22757025,511.5652174,0.141,0.015,0.107,0.025,230,1.2,1637.65,1.08
76176474,1403.2,17.90666667,6.938666667,1082.75,146.8571429,2.172561256,75.625,0.081,0.016,0.105,0.374,1375,5.4,1389.3,1.39
653156,1880,20.4,2.2,2254,127,5.727487087,769,0,0,0.184,0,81,1.7,1269.46,0.06
1576197,1881,18.8,4.7,2456.5,131.5,5.715970596,655,0.035,0.01,0.054,0,195,2.1,1637.65,0.06
470448,1997,19.5,3.2,3214,128,4.161995888,690,0,0.043,0.122,0,94,1.8,1588.43,0.05
756436,1755,18.9,6.2,1744,133,11.76002789,252,0.681,0.02,0.073,0.04,215,2.1,1637.65,0.05
2824560,1690,18.45,5.85,1837,138.6666667,2.066893637,267,0.259,0.017,0.001,0,108,3.3,1445.34,0.07
976450,1978,19.8,3,3167,123,9.339557648,762,0,0.005,0.154,0,115,1.5,1408.15,0.13
3585765,1627.333333,18.23333333,5.966666667,1969.33,136.2,3.692512989,280,0.003,0.013,0.123,0.01,137,2.4,1445.34,0.11
644186,1885,19.4,5.1,3399,126,1.635652542,690,0,0.019,0.171,0,119,1.8,1588.43,0.06
2998971,1799.666667,18.7,5.333333333,1817,135.5,7.669232368,367,0.129,0.014,0.037,0.01,240,2.6,1637.65,0.07
357567,1992,19.4,3.1,3238,129,6.726032257,682,0,0,0.224,0,175,1.3,1588.43,0.05
34870853,1719.837838,18.37027027,5.410810811,2107.76,136.8823529,5.191886102,331.6315789,0.213,0.027,0.118,0.043,445,1.7,1445.34,1.15
4349080,1960,19.55,3.625,3185.6,130.6,4.333233058,656.25,0.091,0.022,0.139,0,93,3.6,1588.43,0.05
999543,1876,20.1,3.6,2081.5,127,4.484325409,610.5,0.03,0.05,0.113,0,109,5.7,1249.43,0.07
1824044,1781,18.73333333,5.466666667,2520,141,15.97992134,402,0.038,0.003,0.084,0,124,1.8,1704.68,0.08
16197712,1863.529412,19.98823529,4.335294118,1900.5,129,7.450026851,504.3157895,0.33,0.04,0.04,0.011,60,4.8,1249.43,0.17
5049733,1652.6,18.32,5.94,2195.8,137.6666667,4.866264725,325,0.012,0.037,0.04,0,155,1.8,1526.89,0.14
221567,1923,19.6,3.8,2363,130,11.81502056,557,0,0,0.293,0,230,1.3,1349.75,0.07
1273425,1870,19.9,3.9,2108,127,1.745828748,593,0.014,0.126,0.141,0,81,4.5,1176.18,0.17
9101580,1846.875,19.25,5.125,2075.25,133.4285714,11.75644445,372.5555556,0.343,0,0.134,0,215,0.84,1832.28,0.25
1003838,1919,19.6,3.6,2621,132,7.696874619,560,0.007,0.03,0.122,0,129,1.7,1349.75,0.07
1060094,1446,18.2,7.2,1341,130,2.956856966,96,0.163,0.024,0.108,0,180,1.4,1526.89,0.07
4189630,1855.333333,18.96666667,4.766666667,2229.4,134.8,9.552037811,419.6,0.05,0.029,0.027,0,95,3,1832.28,0.07
797999,1873,19.6,4.4,2037,,1.709161758,441,0.107,0.022,0.269,0,155,1.2,1349.75,0.13
540436,1749,19.1,6.2,1759,134,7.449775696,349,0.042,0,0.125,0,129,1.9,1247.05,0.08
582551,1765,19.1,5.9,1680,139,1.48697269,246,0.627,0.009,0.137,0,142,0.51,1247.05,0.08
487031,1784,19.3,5.7,1720,,7.166761398,292,0.549,0.031,0.103,0,145,4.7,1572.87,0.04
344672,1650,19.4,7.1,1186,,5.449065208,-1,0.849,0.007,0.167,0,74,3.3,1746.46,0.07
1166531,1705,19.4,6.2,1339,,2.724159777,185.5,0.583,0.049,0.09,0.004,122,1.7,1830.61,0.06
5109455,1566.2,19.32,7.38,837.8,147.25,0.609107794,5.8,0.352,0.113,0.031,0.387,870,5.8,1935.43,0.18
256030,1564,19.3,7.1,783,145,3.649860621,44,0.664,0,0.244,0,210,2.7,1871.39,0.06
4610060,2116.75,18.325,6.6,2909.67,143.25,5.135385418,234,0.687,0.047,0.041,0.015,115,4.1,1092.4,0.05
16247035,2252.529412,18.41176471,5.823529412,3174.26,139.1176471,9.203116086,393.7222222,0.307,0.076,0.069,0.012,60,3.6,1092.4,0.16
644166,2448,19.7,0.6,4392,,4.464955807,1064,0,0,0.241,0,132,,851.49,0.15
5524722,2439.2,19.34,3.74,3311,130.3333333,14.24559471,660.5714286,0,0.026,0.129,0,40,1.5,999.39,0.56
1676147,1715,17.15,7.45,1657,140.5,0.989708811,45.5,0.398,0.046,0.049,0.004,89,6.2,1105.6,0.05
217501,1674,17.1,7.3,1667,139,4.034694195,8,0.839,0.023,0.138,0,60,9.2,1136.61,0.05
2080896,1634,16.85,7.4,1757,130.3333333,1.663208038,41.5,0.184,0.074,0.08,0.01,155,5,1136.61,0.06
13777161,1674,17.31538462,7.284615385,1845.25,139.3,2.906147242,45.8,0.289,0.092,0.14,0.054,235,3.6,1153.32,1.01
801058,1639,17.3,7.3,1710,140,1.550844431,8,0.003,0.122,0.237,0.137,220,5.9,1153.32,0.19
1812917,1654,17.5,7.3,1739.5,139.5,0.874273092,44,0.309,0.119,0.103,0.006,71,5.6,1153.32,0.12
13461121,1566.928571,17.34285714,7.264285714,1370.83,137,2.159758468,45.26666667,0.088,0.058,0.27,0.053,495,0.25,1369.42,0.05
2459135,1657.25,17.825,6.8,1688.5,139,4.353542209,111.5,0.709,0.012,0.129,0,,7.6,1077.68,0.25
1116182,1533,17.4,7.3,1382,137,1.378703058,83,0.002,0.045,0.211,0,73,2.5,855.55,0.24
558904,1870,18.2,5.5,2768,139,13.68436813,314,0.662,0.013,0.134,0,67,3.5,1275.58,0.07
1143818,1510,17.4,7.25,1348,139,1.655602813,26,0.514,0.015,0.144,0.002,62,7.1,855.55,0.14
235289,1463,17,7.4,1247,136,1.47649622,52,0,0.043,0.255,0,67,4.1,855.55,0.07
568320,1410,16.6,7.4,1190,143,1.026547432,60,0.044,0.035,0.233,0.145,245,5.3,1071.39,0.12
2057049,2001,19.2,4.3,2490,129,6.773542643,545.5,0.278,0.002,0.197,0,106,1.5,1299.61,0.35
3243289,1941,22.05,0.2,2839,101.5,14.804111,1086.5,0,0,0.026,0,72,,621.96,0.07
4351121,2126.6,21.22,0.08,3857.75,102.5,5.885297322,1191.2,0,0,0.171,0,,0.26,900.8,0.11
2636711,2210.333333,20.86666667,0.9,3975,105,7.915239334,967.5,0,0,0.069,0,119,0.36,728.89,0.04
1611110,2144.5,21.1,0,4173.5,102,10.98587108,1252.5,0,0,0.2,0,102,,900.8,0.19
794877,2304,20.3,1.9,4346,116,12.03417015,956,0,0,0.063,0,68,0.59,728.89,0.06
5663593,2254.4,20.5,1.34,4428.4,107.5,15.59460664,941,0,0.001,0.102,0,92,0.38,728.89,0.19
12652970,2100.181818,21.13636364,1.218181818,3316.25,109.6666667,14.67077798,970,0.017,0,0.071,0,110,0.3,877.95,0.07
923554,1931,21.7,-0.6,3517,107,6.391234636,1263.5,0,0,0.162,0,,,941.21,.
34824608,1853.676471,21.84705882,-0.188235294,2635.8,102.0740741,4.444523918,1214.102564,0,0,0.235,0,116,,940.29,0.58
7691008,2139.333333,20.06666667,3.933333333,2893.29,125,14.71449871,629.8,0.441,0.009,0.075,0,58,2.3,884,0.47
5930915,2050.4,20.68,3.28,2247,117.2,14.8755579,758.1666667,0.187,0.001,0.109,0,101,1.2,1059.26,0.23
1017128,1924.5,21.35,0.65,3000,102,2.51151967,1095,0,0,0.261,0,27,0.31,939.27,0.13
200108,2015,20.9,0.7,3022,103,0.25344488,1051,0,0,0.2,0,60,,1059.26,0.05
667424,2026,20,5.3,1365,138,7.95853281,275,0.813,0,0.184,0,55,1.5,1278.36,0.08
1011484,2034,20.8,1.3,3274,112,4.905502796,999,0,0,0.252,0,104,0.23,1059.26,0.23
9924123,1969.909091,20.96363636,0.136363636,3522.2,103.2727273,2.855423045,1188.2,0,0,0.141,0,82,,992.27,0.15
314367,1961,21,-0.1,3680,103,7.236999512,1147,0,0,0.247,0,72,0.21,992.27,0.04
1263623,1964,21,-0.1,3612,103,2.600671291,1230,0,0,0.18,0,63,,992.27,0.08
1127995,2097,20.15,1.5,3293,112,11.14781475,981,0,0,0.111,0,50,0.78,1184.26,0.04
724888,1971,20.9,0.7,3475,107,3.268303633,1078,0,0,0.066,0,96,0.22,992.27,0.08
807580,2000,20.7,1.2,3523,111,3.491299868,1020,0,0,0.05,0,116,0.31,1184.26,0.02
5307367,2019.8,20.62,1.2,3479.6,111.6,4.356228391,994.5,0,0,0.104,0,91,0.4,1184.26,0.08
373661,2030,20.6,0.7,3299,111,3.491299868,1020,0,0,0.308,0,135,0.21,1184.26,0.11
420444,1924,21,1.3,3112,109,0.30982998,894,0,0,0.232,0,116,0.28,992.27,0.08
857606,2039,20.6,0,4032,104,11.49304199,1057,0,0,0.166,0,123,,1166.06,0.1
929186,2063,19.4,3.6,2894,125,4.211644173,648,0,0,0.261,0,134,1.3,1299.61,0.22
442956,2094,19.9,2.5,3274,120,10.77589607,852,0,0,0.248,0,165,0.38,1132,0.12
1020548,2061.5,19.75,3.45,2953,125,7.323395967,725,0.029,0,0.154,0,50,1.3,1132,0.11
269386,2043,19.6,3.8,2522,121,10.8159256,727,0,0,0.195,0,125,0.76,1132,0.05
353062,1845,20.9,2.9,1997,123,11.09615612,707,0.545,0.042,0.312,0,89,1.8,1166.06,0.05
514518,2791,17.8,2.9,4275,120,3.830662012,760,0,0,0.17,0,52,0.71,711.64,0.1
2862152,2761.666667,18.13333333,2.433333333,4413.5,110,5.147251368,887.5,0,0,0.088,0,17,0.69,654.1,0.14
1673994,2688,17.4,4.3,4746,131,7.994167805,657,0,0.009,0.096,0,41,1.8,837.31,0.14
504792,2718,17.4,4.1,5091,127,8.890301704,657,0,0.01,0.193,0,67,1.5,837.31,0.11
2187713,2771.666667,17.96666667,2.466666667,4732,,2.161252737,861,0,0,0.11,0,121,,654.1,0.15
7656312,2600.8,18.87,1.41,3032.33,109.3333333,6.901953591,1002.444444,0.009,0,0.133,0,68,0.21,501.89,0.44
1442696,2268.5,17.1,6.7,2584.5,137,4.025130153,180,0.426,0.045,0.092,0,71,4.2,730.6,0.04
3870265,2768,18.2,2.075,4604,106.6666667,3.460635126,838.5,0,0,0.185,0,93,,654.1,0.07
1398415,2785,18.3,2.7,4249,106,4.066902399,821,0,0,0.098,0,83,,654.1,0.13
2275305,2813,18.1,3.5,4314.5,118,9.548735142,635,0.005,0,0.176,0,87,,711.64,0.16
4316067,2792.2,18.2,2.38,4621.33,108,4.402474443,830.5,0,0,0.171,0,39,0.63,654.1,0.06
182371,2331,17.7,7,2716,132,20.46054649,120,0.589,0,0.219,0,119,1.7,945.37,0.04
1123694,2746,17.8,4.5,4802,123,14.79882145,430,0.127,0,0.178,0,90,1.7,945.37,0.17
2605813,2060.5,17.2,7.45,1416.5,142.5,0.883880854,42.5,0.318,0.226,0.067,0.009,63,8.9,835.71,0.14
4055320,2051.666667,17.2,7.533333333,1380.17,142.25,1.007665865,37,0.202,0.194,0.046,0.07,295,15.4,835.71,0.18
2526510,1448,17.7,5,1692.5,141.75,1.107650097,28,0.56,0.027,0.123,0.147,250,5.9,1084.21,0.26
8436533,2508,18.1375,6.3625,3099.38,130.375,15.66425281,346.8,0.487,0.001,0.14,0.004,110,2,952.53,1.02
2096123,2201,18,7.6,2149,142.6666667,2.495777369,40.66666667,0.631,0,0.205,0.041,210,2.8,923.52,0.46
1256573,2746.5,18.85,1.5,4620,109,5.224663973,1008.5,0,0,0.06,0,28,0.31,859.27,0.06
294054,1950,17.3,7.8,1459,,0.254147917,10,0,0,0.221,0,8,5.9,887.1,0.05
500318,2324.5,18.2,6.85,2592,131,8.658439636,3,0.819,0,0.14,0,60,1.8,1293.99,0.07
10999320,2853.333333,19.01111111,4.788888889,3123.42,124.8333333,10.5572633,514.2307692,0.363,0.028,0.033,0.006,67,1.2,951.5,0.14
267258,2553,18.7,5.9,3456,128,19.17358017,349,0.281,0,0.196,0,106,0.94,1161.97,0.04
319979,2053,17.9,7.5,1933,131,0.35892266,22,0.398,0,0.133,0,54,3.9,1234.16,0.06
3374391,2477.75,20.075,5.325,2154.5,134.3333333,11.17396307,133.75,0.731,0.002,0.052,0.035,107,3.7,933.17,0.13
41204028,2628.925,19.0375,4.9925,4315.21,125.65,12.36801581,461.9782609,0.273,0.006,0.133,0.027,132,3,973.22,0.9
554176,2000,18,7.6,1936,,0,0,0.302,0.032,0.14,0.05,200,4.7,1301.93,0.07
263377,,,0,2699,139,5.94852066,253,0.797,0,0.18,0,325,2.3,973.22,0.05
228218,2418,20.3,4.1,2457,126,15.36248016,544,0.11,0.022,0.153,0,46,4.2,731.06,0.04
3485380,2447.5,19.95,0,3653,115,14.94678664,1234,0,0,0.148,0,67,1.2,807.77,0.29
2220293,2230,20.1,-0.35,2591,106,12.10884126,1248.666667,0,0,0.041,0,13,0.3,448.45,0.07
3014481,1910.333333,21.4,-1.3,1774.25,111,10.37676513,1363.25,0,0,0.043,0,67,0.25,441.4,0.04
192196,2531,19.7,1.3,4156,110,15.67160416,895,0,0,0.273,0,76,,531.89,0.04
2127661,2394,20.1,0.55,3786,108,12.22922087,1160,0,0,0.114,0,59,,689.28,0.1
437628,2475,19.9,0.4,4046,108,6.075280666,1180,0,0,0.189,0,15,,727.71,0.06
13330989,2176.285714,21.36428571,2.371428571,2286.42,120.1333333,12.28216492,696.5333333,0.281,0.031,0.05,0.002,18,1.3,636.56,0.61
1226799,2431.5,20,-0.25,4470,102.5,6.928137302,1180,0,0,0.155,0,59,,727.71,0.09
4223933,2410,20.2,-0.066666667,4443,100,9.085873048,1140.333333,0,0,0.088,0,94,,727.71,0.14
4432122,2429,20.26,0.48,4258.2,101.3333333,10.11318839,1055,0,0,0.074,0,66,,588.68,0.15
6750479,1900.875,22.375,-1.0625,2045,105,7.269744264,1329,0,0,0.069,0,50,0.47,627.43,0.21
3339337,2303,20.63333333,-0.8,3841.2,105,9.192877293,1397.8,0,0,0.079,0,63,0.33,541.57,0.09
451483,1850,22.6,-0.6,1772,108,6.020998001,1220,0,0,0.127,0,37,1,627.43,0.04
2045394,2342,20.6,0.2,3498,109.5,13.43723742,1146.666667,0,0,0.141,0,71,0.21,603.92,0.19
356381,1995,21.8,-1,2311,99,1.24535203,1413,0,0,0.21,0,77,,626.37,0.05
346258,2235,20.9,0.8,4006,105,11.98335552,1123,0,0,0.123,0,106,0.3,726.64,0.04
20704750,1993.590909,21.93181818,-1.327272727,2025.6,103,8.373224815,1417.291667,0,0.001,0.048,0,20,0.43,627.43,0.17
16459784,2424.133333,16.54666667,2.04,3875.17,106.8888889,30.63894558,803.3684211,0.125,0,0.017,0,77,0.28,446.32,0.27
21539949,2351.142857,16.94761905,2.261904762,3040.52,113.5454545,19.86666016,765.7916667,0.178,0.006,0.067,0,32,0.45,434.96,0.64
3526147,2436.666667,15.53333333,4.633333333,3744.5,124.6666667,4.954297185,520,0.182,0,0.103,0,165,1.1,457.5,0.19
444412,2532,15.9,3.6,4970,110,7.637648582,700,0,0,0.107,0,120,0.42,636.11,0.06
887394,2564,15.7,3.2,4279,117,5.139719486,672,0,0,0.054,0,120,0.57,457.5,0.04
856424,2575.5,15.85,2.95,4853,111,12.61715508,760,0,0,0.032,0,80,0.63,636.11,0.05
9273283,2333.25,15.6,5.7625,3144.25,128.3333333,9.895406875,312.1818182,0.496,0.006,0.072,0.003,71,3.2,457.5,0.1
1544593,2387,17.5,1.5,3733.5,110,3.936563015,1140,0,0,0.045,0,69,0.26,538.71,0.07
597618,2492,16.8,4.2,3082,125,8.299003601,460,0.092,0.008,0.1,0,16,2,580.89,0.06
2990636,2476,16.76666667,5.133333333,2530,132.3333333,16.22000408,285.5,0.276,0.025,0.022,0,5,2.7,557.55,0.05
584697,2658,16.6,2.8,4482,118,32.08485794,950,0,0,0.103,0,119,0.43,681.9,0.06
312160,2539,17.6,4.1,1737,127,9.630776405,540,0,0.04,0.096,0,2,3.6,648.88,0.02
4785515,1847.2,16.175,4.8,2741.5,129,21.75281448,273.6,0.019,0.001,0.086,0.015,102,3.1,658.3,0.27
1902793,2297,16.75,6.85,2008,137,7.270697713,58.75,0.841,0.017,0.139,0,21,5.4,798.93,0.25
453406,2603,17.7,2.2,3096,116,8.501072884,880,0,0,0.176,0,53,0.36,648.88,0.07
309006,2610,17.8,4.5,1939,,12.41851234,660,0.388,0,0.146,0,4,1.1,753.28,0.06
6661709,1960.5,16.61428571,5.8,2034.89,121.3333333,10.85797593,231.1428571,0.167,0.058,0.166,0,170,2.2,798.86,0.71
510073,2326,17,6.7,2471,135,4.282810211,100,0.598,0.034,0.123,0,93,5.3,712.04,0.06
1559215,2669,18.2,3.3,3162,124,16.44491959,910,0,0.053,0.042,0,,3.7,615.54,0.06
564795,2065,16.6,7.4,1459,120,2.047873735,3,0,0,0.173,0,135,2,931.62,0.09
654794,2041,16.5,7.4,1115,119,1.029324651,30,0,0,0.21,0,170,2.5,549.13,0.08
1344751,2770,17.95,3.5,3897.5,117,3.318149805,700,0,0,0.275,0,74,0.51,615.54,0.35
349126,2669,18.2,0.6,4579,107,8.196807861,1140,0,0,0.143,0,70,,615.54,0.04
3518586,2627.333333,18.46666667,1.166666667,3587,101.6666667,6.628645062,1091.5,0,0,0.126,0,90,,488.54,0.35
15861673,1292.3125,21.83125,-1.80625,1795.76,99.6,6.858227081,1469.722222,0,0,0.113,0,40,,304.12,0.65
4572483,1375.25,22.125,-3.775,1104.8,98.8,10.71600318,1751.2,0,0,0.123,0,82,,202.15,0.55
6380348,1313.6,22.18,-2.5,1619.14,98.33333333,12.12264185,1638.6,0,0,0.128,0,93,,304.12,0.17
1563727,2258,17.5,1.1,2731,115,22.16391373,1020,0,0,0.123,0,24,0.27,405.05,0.15
342187,1413,21.4,-1.4,2390,100,9.161973,1420,0,0,0.11,0,52,,270.93,0.05
2736580,2253,17.76666667,0.7,3253,105,15.9170777,1128.666667,0,0,0.06,0,38,,405.05,0.16
4164709,1148.2,23.8,-2.9,1271,113.5,17.05917721,1636,0,0.003,0.018,0,4,1,198.96,0.05
26225983,2003,18.80689655,2.1,2400.08,119.3333333,19.10236741,883.5862069,0.188,0.002,0.036,0.043,79,1,454.01,0.25
3544063,1604.5,20.575,-0.825,2636,99.33333333,14.38035488,1251.5,0,0,0.035,0,57,,434.42,0.09
4065344,1083.333333,23.96666667,-1.966666667,1375,104.5,9.602060676,1519.5,0,0,0.154,0,26,0.21,198.96,0.24
392167,1105,23.9,-1.8,1625,103,5.16821146,1470,0,0,0.229,0,5,0.35,182.49,0.13
991653,2027,19.1,-0.6,3346,103,16.41426086,1410,0,0,0.179,0,32,,454.01,0.15
2495325,2342,18.1,1.5,2526,119.5,28.17137146,890,0,0.012,0.098,0,41,0.32,314.98,0.21
1237130,2234,18.7,2.6,3323,106,15.30872631,1020,0,0,0.109,0,78,,318.1,0.06
291627,1238,23.2,-1.6,2009,103,3.144090176,1331,0,0,0.171,0,66,0.28,386.31,0.06
2200531,1312.333333,22.86666667,-2.033333333,1893,110.5,6.879042387,1490,0,0,0.114,0,7,0.27,386.31,0.23
1540580,1269,23,-1.7,1638,103,9.774181128,1428,0,0,0.057,0,74,,386.31,0.12
617786,1649,21.5,1.7,1551,116,17.26405334,860,0,0.028,0.182,0,1,1.6,414.24,0.04
1982117,1645,21.6,1.8,1592,116,18.91036797,720,0,0.034,0.136,0,1,2,414.24,0.14
3339181,1106,24.73333333,-1.566666667,1187.5,107.3333333,6.233047295,1290.8,0,0,0.125,0,13,0.24,348.19,0.33
2580248,1315,23.5,-1.8,1561.67,108.6666667,8.738034487,1355,0,0,0.056,0,26,0.25,331.48,0.09
1471503,1243,24.1,-2.3,1421,108,5.614565372,1460,0,0,0.059,0,,0.65,348.19,0.08
1073934,1094,25.3,-1.6,920,112,8.948857546,1380,0,0,0.116,0,,0.62,390,0.11
1489816,1027.5,23.7,-1.7,476,111,4.345880032,1300,0,0,0.097,0,,0.73,209.48,0.15
5267212,1091.4,24.64,-3.38,1409.2,101.8,12.03981376,1687.166667,0,0,0.13,0,102,,175.62,0.12
2798864,1192,24.33333333,-4.6,1206.67,98.66666667,7.77225697,1777,0,0,0.043,0,47,,175.62,0.08
77235560,1037.155844,25.4012987,-3.419480519,1238.88,103.4358974,13.61580164,1593.304348,0.006,0.001,0.043,0,4,0.62,184.25,0.05
7529794,1068.333333,24.82222222,-2.922222222,1924.75,100.2222222,7.423630834,1567.5,0,0,0.141,0,66,,147.9,0.61
2969362,1066,24.85,-3.1,1450.67,100.6666667,10.9134649,1634,0,0.003,0.107,0,43,,188.34,0.27
5475419,882.8333333,27.15,-2.483333333,1399.5,110,2.50455104,1384.714286,0,0,0.094,0,16,0.64,212.92,0.19
1922604,955,25.9,-2.1,1345,114,9.621267319,1430,0,0.003,0.053,0,25,0.26,306.98,0.07
2302240,972,25.7,-2.3,1286.5,109,4.390687148,1446.666667,0,0,0.067,0,32,0.44,306.98,0.09
7093962,798.625,27.9625,-1.4375,1160.71,119.2857143,6.323347654,1203.428571,0,0.078,0.081,0,8,0.92,389.89,0.54
2220138,993.5,25.6,-1.85,1116.5,106,5.185129166,1271,0,0,0.141,0,16,0.26,369.36,0.1
821833,946,26.4,-2.5,1181,115,6.253923416,1440,0,0,0.085,0,30,0.48,473.7,0.07
7043807,1053.285714,25.6,-2.928571429,1115.5,104.625,3.604239907,1527.571429,0,0,0.086,0,69,0.27,243.04,0.14
353949,2302,15.5,4.9,2627,131,7.757833481,500,0,0,0.283,0,29,1.2,412.57,0.09
1425056,2080,16.45,4.35,2022,124,16.26182556,540,0.316,0.035,0.04,0,2,1.7,418.25,0.05
1339112,1117,20.8,2.8,1329,132,13.58109331,278,0.456,0.344,0.037,0,4,5.8,349.67,0.05
6764150,1156,18.78333333,5.05,1501.5,138.2857143,12.59155522,322.3333333,0.664,0.106,0.043,0,5,6.8,320.79,0.08
2332371,1766.666667,14.93333333,5.833333333,1357,134,12.88057264,320,0.129,0.002,0.239,0,28,1.9,211.23,0.52
6233189,1143.666667,21.6,-0.2,1960.29,108.8333333,24.33837861,1164.25,0,0,0.051,0,21,0.26,329.23,0.19
877786,1523,16.3,5,1702,136,13.27195358,260,0.609,0.006,0.12,0,16,3.4,403.1,0.1
558981,1107,21.8,0,2639,102,17.68271255,1080,0,0,0.174,0,25,0.3,329.23,0.06
1878193,1408,18.5,2,2351.5,117.3333333,19.40862465,773.3333333,0,0.003,0.1,0,8,0.36,306.81,0.17
